TIPO;PEDIDO;CODIGO_CLIENTE;CLIENTE;CIDADE;UF;PAIS;ITEM;NUM_NF;DT_NUM_NF;NUM_SERIAL;RTM;Unnamed: 12;GARANTIA
WBP EQUIPAMENTO DOMESTICO;115005;182133;POSTO DE GASOLINA AMIGAO DE PARACAMBI LTDA ME;PARACAMBI;RJ;BR ;W7E123-3498047;174647;43832;662138;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;115005;182133;POSTO DE GASOLINA AMIGAO DE PARACAMBI LTDA ME;PARACAMBI;RJ;BR ;W7E123-3498047;174647;43832;662139;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118013;160103;RAIZEN MIME COMBUSTIVEIS SA;IRANI;SC;BR ;W7HX2-3518506;174650;43832;664235;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519464;174644;43832;664691;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519462;174644;43832;664690;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519466;174644;43832;664692;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522593;174648;43832;664884;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;43832;664881;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;43832;664882;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;43832;664883;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118029;160103;RAIZEN MIME COMBUSTIVEIS SA;IRANI;SC;BR ;W7HX2-3518729;174740;43837;664255;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522652;174723;43837;664885;NAO;;WARRANTY - 12 MONTHS AFTER START-UP
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522654;174723;43837;664886;NAO;;WARRANTY - 12 MONTHS AFTER START-UP
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522654;174723;43837;664887;NAO;;WARRANTY - 12 MONTHS AFTER START-UP
WBP EQUIPAMENTO DOMESTICO;118995;387688;REDE JOJO DE COMBUSTIVEIS II LTDA;JOAO PINHEIRO;MG;BR ;W7HXH-3524914;174829;43838;664344;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118995;387688;REDE JOJO DE COMBUSTIVEIS II LTDA;JOAO PINHEIRO;MG;BR ;W7HXH-3524914;174829;43838;664345;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664553;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664554;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664555;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664556;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664557;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664558;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664559;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664560;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664561;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664562;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664563;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664564;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664565;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664566;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;43840;664567;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664553;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664554;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664555;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664556;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664557;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664558;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664559;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664560;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664561;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664562;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664563;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664564;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664565;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664566;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175055;43840;664567;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HX1-3510853;174936;43840;663132;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HX1-3510855;174936;43840;663133;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMETO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HXH-3510850;174936;43840;663130;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HXH-3510850;174936;43840;663131;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664176;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664177;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664178;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664179;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664180;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664181;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664182;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664183;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664184;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;43840;664185;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664186;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664187;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664188;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664189;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664190;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664191;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664192;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664193;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664194;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664195;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664196;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664197;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664198;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664199;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664200;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664201;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;43840;664202;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664203;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664204;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664205;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664206;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664207;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664208;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;43840;664209;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;43843;663782;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;43843;663783;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;43843;663784;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517612;175118;43843;663785;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517614;175118;43843;663786;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517614;175118;43843;663787;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HX1-3517390;175155;43844;663767;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517394;175155;43844;663770;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517392;175155;43844;663768;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517392;175155;43844;663769;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521269;175163;43844;664702;NAO;;GARANTIA DE 24 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521269;175163;43844;664703;NAO;;GARANTIA DE 24 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521271;175163;43844;664704;NAO;;GARANTIA DE 24 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521273;175163;43844;664705;NAO;;GARANTIA DE 24 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524874;175198;43845;664991;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524872;175198;43845;664989;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524872;175198;43845;664990;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118490;121472;RAIZEN S A;ARAUCARIA;PR;BR ;W7HX2-3521977;175238;43846;664799;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118544;388593;POSTO WAP CRISTIANO MACHADO LTDA;BELO HORIZONTE;MG;BR ;W7HXH-3521855;175236;43846;664818;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118544;388593;POSTO WAP CRISTIANO MACHADO LTDA;BELO HORIZONTE;MG;BR ;W7HXH-3521855;175236;43846;664819;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118800;390599;MT ORLANDIA COMERCIO DE COMBUSTIVEL LTDA;ORLANDIA;SP;BR ;W7HXH-3524825;175217;43846;664984;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118800;390599;MT ORLANDIA COMERCIO DE COMBUSTIVEL LTDA;ORLANDIA;SP;BR ;W7HXH-3524827;175217;43846;664985;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118878;390601;POSTO RIO DA PRATA COMERCIO DE DERIVADOS DE PETROL;ITAGIMIRIM;BA;BR ;W7HXH-3524837;175218;43846;664994;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118684;119994;PETRO CABO LTDA;CABO DE SANTO AGOSTINHO;PE;BR ;W7HX1-3524305;175315;43847;664889;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;43847;664974;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;43847;664975;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;43847;664976;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;43847;664977;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524852;175332;43847;664980;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524850;175332;43847;664978;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524850;175332;43847;664979;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524854;175332;43847;664981;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HX1-3524860;175349;43847;665204;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HXH-3524862;175349;43847;664983;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HX1-3524858;175349;43847;664982;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;118803;389665;MACIEL E SOUZA POSTO DE GASOLINA LTDA;CANUTAMA;AM;BR ;W7HX1-3524829;175309;43847;664986;NAO;;GARANTIA DE 18 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525328;175333;43847;665020;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525328;175333;43847;665021;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;43847;665015;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;43847;665016;NAO;;GARANTIA DE 12 MESES DA NFF
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;43847;665017;NAO;;GARANTIA DE 12 MESES DA NFF
