SS;TIPO_ERRO;DESC_ERRO;CÓD_ERRO;DETALHES_ERRO;VALOR_PECA;VALOR_TOTAL
7765195;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7765269;SUPORTE AO CLIENTE;;;;0;0
7765541;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;1555
7765539;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;248,93
7765545;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;478,87
7765601;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7765617;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;602,7
7765651;TECLADO;MAU CONTATO NO CABO;;;0;215
7765665;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;1032,9
7765661;TECLADO;PLACA TOUCH INOPERANTE;;;0;1035,8
7765703;BICO;AJUSTES / REPARO NO BICO;;;0;0
7765731;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;769
7765715;BICO;;;;0;0
7765971;PARTIDA INICIAL;;;;0;655,6
7765993;PARTIDA INICIAL;;;;0;1226,6
7765979;PARTIDA INICIAL;;;;0;0
7765991;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;832,8
7766093;PARTIDA INICIAL;;;;0;1032,5
7766097;PARTIDA INICIAL;;;;0;0
7766109;PARTIDA INICIAL;;;;0;0
7766113;PARTIDA INICIAL;;;;0;0
7766115;PARTIDA INICIAL;;;;0;0
7766279;CPU;CORREÇÃO DE ERRO;E700 - DSP - FALHA EM RECUPERAR DADOS CRÍTICOS;;0;0
7766303;CPU;CORREÇÃO DE ERRO;BTL001 - VIOLAÇÃO DETECTADA NO BOOTLOADER;;0;0
7766447;PARTIDA INICIAL;;;;0;453,5
7766505;SUPORTE AO CLIENTE;;;;0;0
7766511;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7766721;CHAMADO INDEVIDO;;;;0;602,7
7766573;PARTIDA INICIAL;;;;0;429,5
7766575;PARTIDA INICIAL;;;;0;0
7766597;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7766599;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7766613;PARTIDA INICIAL;;;;0;336,05
7766645;OUTROS;;;;0;0
7766875;CHAMADO INDEVIDO;CONSTATADO MAU USO;;;0;599,8
7767101;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;244
7767185;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;128;606,87
7767191;BLOCO MEDIDOR;TROCA DA VALVULA DE RETENÇÃO E ALIVIO;;;80,04;80,04
7767201;SUPORTE AO CLIENTE;;;;0;0
7767273;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;602,7
7767319;SUPORTE TÉCNICO;;;;0;0
7767353;PARTIDA INICIAL;;;;0;2105
7767557;SUPORTE TÉCNICO;;;;0;0
7767561;SUPORTE TÉCNICO;;;;0;0
7767567;SUPORTE AO CLIENTE;;;;0;0
7767569;SUPORTE TÉCNICO;;;;0;0
7767571;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7767577;SUPORTE TÉCNICO;;;;0;0
7767605;PARTIDA INICIAL;;;;0;0
7767613;SUPORTE AO CLIENTE;;;;0;0
7767617;SUPORTE AO CLIENTE;;;;0;0
7767719;COMPACTA;REGULAGEM DO BY-PASS;;;0;602,7
7767721;COMPACTA;REGULAGEM DO BY-PASS;;;0;0
7767761;COMPACTA;REGULAGEM DO BY-PASS;;;0;296,2
7767775;SUPORTE AO CLIENTE;;;;0;0
7767983;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;692,6
7767943;COMPACTA;REGULAGEM DO BY-PASS;;;0;565
7767981;SUPORTE TÉCNICO;;;;0;0
7768007;PARTIDA INICIAL;;;;0;629,6
7768083;CHAMADO INDEVIDO;PROBLEMA NA AUTOMAÇÃO;;;0;493,08
7768087;CPU;REPROGRAMAÇÃO;;;0;0
7768129;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;80,37;1113,27
7768225;SUPORTE TÉCNICO;;;;0;0
7768305;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7768315;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;599,8
7768317;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7768323;PARTIDA INICIAL;;;;0;673
7768333;PARTIDA INICIAL;;;;0;0
7768443;PARTIDA INICIAL;COM FALHA;;;0;1048,5
7768445;PARTIDA INICIAL;;;;0;0
7768451;PARTIDA INICIAL;;;;0;0
7768639;PARTIDA INICIAL;;;;0;315
7768615;COMPACTA;REGULAGEM DO BY-PASS;;;0;934,3
7768623;COMPACTA;REGULAGEM DO BY-PASS;;;0;0
7768677;SUPORTE AO CLIENTE;;;;0;0
7768675;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;602,7
7768693;SUPORTE AO CLIENTE;;;;0;0
7768723;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7768745;SUPORTE TÉCNICO;;;;0;0
7768757;SUPORTE TÉCNICO;;;;0;0
7768763;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7768767;SUPORTE AO CLIENTE;;;;0;0
7768769;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;1632,12
7768979;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1276,6
7768983;PARTIDA INICIAL;;;;0;315
7768981;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;246,03
7768985;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1105,4
7769015;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;310,7
7769035;PARTIDA INICIAL;;;;0;1100,2
7769025;SUPORTE TÉCNICO;;;;0;0
7769075;PARTIDA INICIAL;;;;0;562,2
7769079;SUPORTE TÉCNICO;;;;0;0
7769077;PARTIDA INICIAL;;;;0;0
7769081;PARTIDA INICIAL;;;;0;0
7769093;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7769109;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7769113;SUPORTE AO CLIENTE;;;;0;0
7769133;SUPORTE AO CLIENTE;;;;0;0
7769135;SUPORTE AO CLIENTE;;;;0;0
7769157;ADESIVO;;;;0;0
7769159;ADESIVO;;;;0;0
7769161;ADESIVO;;;;0;0
7769163;ADESIVO;;;;0;0
7769165;ADESIVO;;;;0;0
7769167;ADESIVO;;;;0;0
7769349;TECLADO;MAU CONTATO NO CABO;;;0;777,7
7769443;SUPORTE TÉCNICO;;;;0;0
7769641;PARTIDA INICIAL;;;;0;515
7769643;PARTIDA INICIAL;;;;0;0
7769737;SUPORTE TÉCNICO;;;;0;0
7769741;SUPORTE TÉCNICO;;;;0;0
7769783;SUPORTE AO CLIENTE;;;;0;0
7769777;MULTIMÍDIA;INSTALAÇÃO;;;0;0
7769779;MULTIMÍDIA;INSTALAÇÃO;;;0;0
7769823;SUPORTE AO CLIENTE;;;;0;0
7769877;SUPORTE TÉCNICO;;;;0;0
7769879;SUPORTE AO CLIENTE;;;;0;0
7769983;SUPORTE AO CLIENTE;;;;0;0
7769991;PARTIDA INICIAL;;;;0;315
7770005;SUPORTE TÉCNICO;;;;0;0
7770003;SUPORTE AO CLIENTE;;;;0;0
7770007;SUPORTE TÉCNICO;;;;0;0
7770011;SUPORTE AO CLIENTE;;;;0;0
7770047;SUPORTE AO CLIENTE;;;;0;0
7770031;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7770033;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7770039;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7770073;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1874
7770093;SUPORTE AO CLIENTE;;;;0;0
7770133;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7770147;SUPORTE AO CLIENTE;;;;0;0
7770337;PARTIDA INICIAL;;;;0;618
7770345;PARTIDA INICIAL;;;;0;0
7770389;PARTIDA INICIAL;;;;0;315
7770393;PARTIDA INICIAL;;;;0;0
7770445;PARTIDA INICIAL;;;;0;1030
7770449;PARTIDA INICIAL;;;;0;0
7770453;PARTIDA INICIAL;;;;0;0
7770457;PARTIDA INICIAL;;;;0;0
7770527;PARTIDA INICIAL;;;;0;593,3
7770531;PARTIDA INICIAL;;;;0;0
7770539;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7771211;BLOCO MEDIDOR;TROCA DAS VALVULAS DISTRIBUIDORAS;;;0;480,9
7771217;ADESIVO;;;;10,6;269,1
7771221;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;608,5
7771281;PARTIDA INICIAL;;;;0;365
7771337;CPU;ATUALIZAÇÃO DE VERSÃO;;;1032,32;1695,92
7771387;PARTIDA INICIAL;;;;0;620,9
7771335;SUPORTE AO CLIENTE;;;;0;0
7771391;PARTIDA INICIAL;;;;0;0
7771393;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7771519;PARTIDA INICIAL;;;;0;849,8
7771523;PARTIDA INICIAL;;;;0;0
7771533;PARTIDA INICIAL;;;;0;0
7771537;PARTIDA INICIAL;;;;0;0
7771545;PARTIDA INICIAL;;;;0;0
7771551;PARTIDA INICIAL;;;;0;0
7771577;PARTIDA INICIAL;;;;0;1222,7
7771583;PARTIDA INICIAL;;;;0;0
7771691;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;838,6
7771717;PARTIDA INICIAL;;;;0;265
7771739;BICO;;;;287,73;287,73
7771783;BICO;;;;0;0
7771807;SUPORTE TÉCNICO;;;;0;0
7772329;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;588,2
7772367;COMPACTA;TROCA DO EIXO E ROTOR;;;0;215
7772455;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7772395;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;440,3
7772743;PARTIDA INICIAL;;;;0;912,3
7772601;SUPORTE AO CLIENTE;;;;0;0
7772629;TECLADO;PLACA TOUCH INOPERANTE;;;65,42;1101,22
7772667;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772757;PARTIDA INICIAL;;;;0;0
7772817;PARTIDA INICIAL;;;;0;1091,5
7772923;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;648,82;959,52
7772953;BICO;TROCA DO BICO POR PROBLEMA NO SENSOR;;;0;0
7772983;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7772981;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;643,3
7772985;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772987;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772989;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772991;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772993;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7772995;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7773131;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;605,6
7773129;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;281,7
7773139;SUPORTE AO CLIENTE;;;;0;0
7773169;SUPORTE AO CLIENTE;;;;0;0
7773141;SUPORTE AO CLIENTE;;;;0;0
7773145;SUPORTE AO CLIENTE;;;;0;0
7773147;SUPORTE AO CLIENTE;;;;0;0
7773149;SUPORTE AO CLIENTE;;;;0;0
7773151;SUPORTE AO CLIENTE;;;;0;0
7773153;SUPORTE AO CLIENTE;;;;0;0
7773177;CPU;REPROGRAMAÇÃO;;;0;0
7773249;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;1044,5
7773349;COMPACTA;CORREIA;;;0;475,1
7773391;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;;0;518,6
7773429;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;258,5
7773469;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7773489;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7773503;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;85,59;300,59
7773517;PARTIDA INICIAL;;;;0;1287,9
7773519;PARTIDA INICIAL;;;;0;0
7773521;PARTIDA INICIAL;;;;0;0
7773575;SUPORTE AO CLIENTE;;;;0;0
7773611;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;2077
7773703;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7773725;PARTIDA INICIAL;;;;0;365
7773735;PARTIDA INICIAL;;;;0;565
7773737;PARTIDA INICIAL;;;;0;0
7773739;PARTIDA INICIAL;;;;0;0
7773743;PARTIDA INICIAL;;;;0;0
7773851;SUPORTE AO CLIENTE;;;;0;0
7773849;SUPORTE AO CLIENTE;;;;0;0
7773979;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;475,1
7774027;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7774025;COMPACTA;REGULAGEM DO BY-PASS;;;0;296,2
7774067;SUPORTE AO CLIENTE;;;;0;0
7774077;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7774087;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1273,7
7774111;SUPORTE TÉCNICO;;;;0;0
7774163;PARTIDA INICIAL;;;;0;950
7774165;PARTIDA INICIAL;;;;0;0
7774275;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;258,5
7774283;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;472,2
7774321;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;252,7
7774333;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7774353;COMPACTA;REGULAGEM DO BY-PASS;;;0;296,2
7774383;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;595,5
7774471;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7774443;SUPORTE TÉCNICO;;;;0;0
7774497;SUPORTE AO CLIENTE;;;;0;0
7774549;PARTIDA INICIAL;;;;0;650
7774573;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7774595;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;1105,5
7774603;BREAKAWAY;TROCA POR ROMPIMENTO INDEVIDO;;;0;0
7774605;BREAKAWAY;TROCA POR ROMPIMENTO INDEVIDO;;;0;0
7774627;PARTIDA INICIAL;;;;0;565
7774645;PARTIDA INICIAL;;;;0;0
7774759;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7774911;MOTOR;;;;0;303,45
7774817;PARTIDA INICIAL;COM FALHA;;;0;627,5
7774925;CHAMADO CANCELADO;;;;0;261,4
7774931;CHAMADO CANCELADO;;;;0;0
7774935;CHAMADO CANCELADO;;;;0;0
7775215;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;640,4
7775233;PARTIDA INICIAL;COM FALHA;;;0;907,2
7775223;PARTIDA INICIAL;;;;0;697,17
7775225;PARTIDA INICIAL;;;;0;0
7775251;PARTIDA INICIAL;;;;0;0
7775237;PARTIDA INICIAL;;;;0;2471,1
7775237;PARTIDA INICIAL;;;;0;2471,1
7775239;PARTIDA INICIAL;;;;0;0
7775243;PARTIDA INICIAL;;;;0;0
7775245;PARTIDA INICIAL;;;;0;0
7775259;PARTIDA INICIAL;;;;0;0
7775261;CHAMADO INDEVIDO;OUTROS;;;0;449
7775329;PARTIDA INICIAL;;;;0;860,2
7775337;PARTIDA INICIAL;;;;0;0
7775383;PARTIDA INICIAL;;;;0;415
7775455;SUPORTE TÉCNICO;;;;0;0
7775473;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;;0;1267,9
7775533;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;244
7775563;PARTIDA INICIAL;;;;0;502,8
7775567;PARTIDA INICIAL;;;;0;0
7775583;ESTRUTURA;OXIDAÇÃO PRECOCE;;;929,04;1236,84
7775583;ESTRUTURA;OXIDAÇÃO PRECOCE;;;929,04;1236,84
7775603;PARTIDA INICIAL;COM FALHA;;;0;1448,9
7775611;PARTIDA INICIAL;;;;0;1077
7775633;PARTIDA INICIAL;;;;0;412,9
7775661;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;215
7776059;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;252,7
7776061;PARTIDA INICIAL;;;;0;215
7776183;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1885,6
7776183;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1885,6
7776231;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;;0;296,2
7776373;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;275,9
7776487;PARTIDA INICIAL;;;;0;1525,7
7776491;PARTIDA INICIAL;;;;0;0
7776721;MANGUEIRA;REAPERTO DAS CONEXÕES;;;0;215
7776731;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;780,6
7776747;PARTIDA INICIAL;;;;0;926,9
7776739;PARTIDA INICIAL;;;;0;396,2
7776749;PARTIDA INICIAL;;;;0;0
7776755;PARTIDA INICIAL;;;;0;2266
7776769;PARTIDA INICIAL;;;;0;341,1
7776771;PARTIDA INICIAL;;;;0;0
7776843;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;704,2
7776847;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7776853;PARTIDA INICIAL;;;;0;867,3
7776857;PARTIDA INICIAL;COM FALHA;;;0;0
7776983;CHAMADO INDEVIDO;LIMPEZA DA CHECK VÁLVULA DA COMPACTA;;;0;215
7777025;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7777039;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;215
7777051;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;215
7777089;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;0
7777243;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;599,8
7777247;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7777251;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7777343;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;215
7777301;CHAMADO CANCELADO;;;;0;0
7777345;SUPORTE AO CLIENTE;;;;0;0
7777373;CPU;REPROGRAMAÇÃO;;;0;0
7777439;SUPORTE AO CLIENTE;;;;0;0
7777443;SUPORTE AO CLIENTE;;;;0;0
7777477;SUPORTE AO CLIENTE;;;;0;0
7777479;SUPORTE AO CLIENTE;;;;0;0
7777561;BICO;;;;0;945,9
7777569;SUPORTE AO CLIENTE;;;;0;0
7777585;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7777591;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7777657;SUPORTE AO CLIENTE;;;;0;0
7777641;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7777687;PARTIDA INICIAL;;;;0;1115,4
7777689;PARTIDA INICIAL;;;;0;0
7777713;SUPORTE AO CLIENTE;;;;0;0
7777715;SUPORTE AO CLIENTE;;;;0;0
7777721;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;608,5
7777737;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;0
7777759;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;;0;0
7777765;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;1326,96;1929,66
7777857;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;472,2
7777915;SUPORTE AO CLIENTE;;;;0;0
7777913;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;246,9
7777981;SUPORTE AO CLIENTE;;;;0;0
7777985;PARTIDA INICIAL;;;;0;1005
7778011;SUPORTE AO CLIENTE;;;;0;0
7778019;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;215
7778031;CPU;ATUALIZAÇÃO DE VERSÃO;;;1032,32;1462,32
7778077;PARTIDA INICIAL;;;;0;615
7778057;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1505,7
7778079;PARTIDA INICIAL;;;;0;0
7778083;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;215
7778137;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7778237;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7778241;CPU;ATUALIZAÇÃO DE VERSÃO;;;1032,32;1563,97
7778521;PARTIDA INICIAL;;;;0;1512
7778301;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7778415;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7778435;PARTIDA INICIAL;;;;0;546,3
7778529;PARTIDA INICIAL;;;;0;955,8
7778547;PARTIDA INICIAL;;;;0;0
7778625;PARTIDA INICIAL;;;;0;649,9
7778629;PARTIDA INICIAL;;;;0;0
7778739;PARTIDA INICIAL;;;;0;783,3
7778741;PARTIDA INICIAL;;;;0;0
7778823;PARTIDA INICIAL;;;;0;1124,1
7778835;SUPORTE TÉCNICO;;;;0;0
7778851;CPU;CORREÇÃO DE ERRO;E700 - DSP - FALHA EM RECUPERAR DADOS CRÍTICOS;;0;934,3
7778875;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7778903;MANGUEIRA;REAPERTO DAS CONEXÕES;;;0;215
7779001;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7779059;CHAMADO CANCELADO;;;;63,28;63,28
7779129;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;215
7779217;PARTIDA INICIAL;;;;0;1624,2
7779227;PARTIDA INICIAL;;;;0;0
7779237;PARTIDA INICIAL;;;;0;0
7779247;PARTIDA INICIAL;;;;0;370,1
7779269;PARTIDA INICIAL;;;;0;370,1
7779267;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;751,6
7779331;PARTIDA INICIAL;;;;0;2026
7779343;PARTIDA INICIAL;;;;0;0
7779361;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7779367;PARTIDA INICIAL;;;;0;357,8
7779373;DISPLAY;TROCA DA PLACA DO DISPLAY;;;0;527,3
7779375;PARTIDA INICIAL;;;;0;0
7779377;SUPORTE AO CLIENTE;;;;0;0
7779387;SUPORTE AO CLIENTE;;;;0;0
7779389;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7779391;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7779395;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7780447;PARTIDA INICIAL;;;;0;1759,1
7780449;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;475,1
7780451;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;611,4
7780461;PARTIDA INICIAL;;;;0;0
7780473;PARTIDA INICIAL;;;;0;320,8
7780505;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;742,9
7780527;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
