TIPO;PEDIDO;CODIGO_CLIENTE;CLIENTE;CIDADE;UF;PAIS;ITEM;NUM_NF;DT_NUM_NF;NUM_SERIAL;RTM;GARANTIA
WBP EQUIPAMENTO DOMESTICO;154177;534953;POSTO PH LTDA;ARAPUA;MG;BR ;W7GVIS-3867361;210847;16/12/2022;791968;NAO;365
WBP EQUIPAMENTO DOMESTICO;154177;534953;POSTO PH LTDA;ARAPUA;MG;BR ;W7GVIS-3867373;210847;16/12/2022;791969;NAO;365
WBP EQUIPAMENTO DOMESTICO;154189;123280;SPECIAL POINT AUTO POSTO LTDA;SAO BERNARDO DO CAMPO;SP;BR ;W7GVIS-3868954;210851;16/12/2022;792412;NAO;365
WBP EQUIPAMENTO DOMESTICO;154189;123280;SPECIAL POINT AUTO POSTO LTDA;SAO BERNARDO DO CAMPO;SP;BR ;W7GVIS-3868954;210851;16/12/2022;792413;NAO;365
WBP EQUIPAMENTO DOMESTICO;154189;123280;SPECIAL POINT AUTO POSTO LTDA;SAO BERNARDO DO CAMPO;SP;BR ;W7GVIS-3868954;210851;16/12/2022;792414;NAO;365
WBP EQUIPAMENTO DOMESTICO;154355;188379;AUTO POSTO CHAPADAO DE ATIBAIA LTDA;ATIBAIA;SP;BR ;W7HX2-3868648;210866;16/12/2022;792011;NAO;1095
WBP EQUIPAMENTO DOMESTICO;154355;188379;AUTO POSTO CHAPADAO DE ATIBAIA LTDA;ATIBAIA;SP;BR ;W7HX2-3868650;210866;16/12/2022;792012;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155137;500828;MAST LUBRIFICANTES LTDA;PIEDADE;SP;BR ;W7HXH-3874982;210863;16/12/2022;792885;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155137;500828;MAST LUBRIFICANTES LTDA;PIEDADE;SP;BR ;W7HXH-3874984;210863;16/12/2022;792884;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155137;500828;MAST LUBRIFICANTES LTDA;PIEDADE;SP;BR ;W7HXH-3874986;210863;16/12/2022;792886;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155137;500828;MAST LUBRIFICANTES LTDA;PIEDADE;SP;BR ;W7HXH-3874986;210863;16/12/2022;792887;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791579;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791580;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791581;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791582;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791583;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861930;210875;16/12/2022;791584;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791810;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791811;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791812;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791813;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791814;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HX1-3861932;210875;16/12/2022;791815;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861928;210875;16/12/2022;791577;NAO;1095
WBP EQUIPAMENTO DOMESTICO;155592;508854;REDE HG COMBUSTIVEIS LTDA;LINHARES;ES;BR ;W7HXH-3861928;210875;16/12/2022;791578;NAO;1095
WBP EQUIPAMENTO DOMESTICO;148728;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3805261;210943;19/12/2022;791142;NAO;548
WBP EQUIPAMENTO DOMESTICO;148728;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3805257;210943;19/12/2022;791138;NAO;548
WBP EQUIPAMENTO DOMESTICO;148728;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3805257;210943;19/12/2022;791139;NAO;548
WBP EQUIPAMENTO DOMESTICO;148728;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3805257;210943;19/12/2022;791140;NAO;548
WBP EQUIPAMENTO DOMESTICO;148728;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3805257;210943;19/12/2022;791141;NAO;548
WBP EQUIPAMENTO DOMESTICO;150170;497761;PACHECO COMERCIO DE COMBUSTIVEIS EIRELI;PORTEL;PA;BR ;W7GCEN-3870424;210939;19/12/2022;792267;NAO;365
WBP EQUIPAMENTO DOMESTICO;154120;534899;POSTO DH III COMERCIO DE COMBUSTIVEIS - EIRELI;APARECIDA DE GOIANIA;GO;BR ;W7GVIS-3871451;210936;19/12/2022;792447;NAO;365
WBP EQUIPAMENTO DOMESTICO;154120;534899;POSTO DH III COMERCIO DE COMBUSTIVEIS - EIRELI;APARECIDA DE GOIANIA;GO;BR ;W7GVIS-3871447;210936;19/12/2022;792446;NAO;365
WBP EQUIPAMENTO DOMESTICO;154188;201644;AUTO POSTO NORTE PARA EIRELI;CAPANEMA;PA;BR ;W7GCEN-3871527;210914;19/12/2022;792406;NAO;365
WBP EQUIPAMENTO DOMESTICO;154328;175268;NICOLAU DERIVADOS DE PETROLEO LTDA-ME;SAO LUIS;MA;BR ;W7GCEN-3870250;210941;19/12/2022;792258;NAO;365
WBP EQUIPAMENTO DOMESTICO;154353;541910;LUCIANA M DE S VIEIRA;UAUA;BA;BR ;W7GCEN-3871035;210933;19/12/2022;792373;NAO;365
WBP EQUIPAMENTO DOMESTICO;154353;541910;LUCIANA M DE S VIEIRA;UAUA;BA;BR ;W7GCEN-3871035;210933;19/12/2022;792374;NAO;365
WBP EQUIPAMENTO DOMESTICO;154353;541910;LUCIANA M DE S VIEIRA;UAUA;BA;BR ;W7GCEN-3871033;210933;19/12/2022;792372;NAO;365
WBP EQUIPAMENTO DOMESTICO;154353;541910;LUCIANA M DE S VIEIRA;UAUA;BA;BR ;W7GCEN-3871031;210933;19/12/2022;792371;NAO;365
WBP EQUIPAMENTO DOMESTICO;154390;539926;F J DE ARAUJO DUARTE COMBUSTIVEL EIRELI;BURITI DOS LOPES;PI;BR ;W7GCEN-3870284;210937;19/12/2022;792355;NAO;365
WBP EQUIPAMENTO DOMESTICO;154390;539926;F J DE ARAUJO DUARTE COMBUSTIVEL EIRELI;BURITI DOS LOPES;PI;BR ;W7GCEN-3870280;210937;19/12/2022;792354;NAO;365
WBP EQUIPAMENTO DOMESTICO;154393;540906;AUTO POSTO PADRE CICERO LTDA;PARAUAPEBAS;PA;BR ;W7GCEN-3870298;210918;19/12/2022;792391;NAO;365
WBP EQUIPAMENTO DOMESTICO;154393;540906;AUTO POSTO PADRE CICERO LTDA;PARAUAPEBAS;PA;BR ;W7GCEN-3870300;210918;19/12/2022;792392;NAO;365
WBP EQUIPAMENTO DOMESTICO;154415;540932;VM COMBUSTIVEIS LTDA;CRATO;CE;BR ;W7GCEN-3871117;210935;19/12/2022;792383;NAO;365
WBP EQUIPAMENTO DOMESTICO;154415;540932;VM COMBUSTIVEIS LTDA;CRATO;CE;BR ;W7GCEN-3871119;210935;19/12/2022;792384;NAO;365
WBP EQUIPAMENTO DOMESTICO;154415;540932;VM COMBUSTIVEIS LTDA;CRATO;CE;BR ;W7GCEN-3871111;210935;19/12/2022;792381;NAO;365
WBP EQUIPAMENTO DOMESTICO;154415;540932;VM COMBUSTIVEIS LTDA;CRATO;CE;BR ;W7GCEN-3871115;210935;19/12/2022;792382;NAO;365
WBP EQUIPAMENTO DOMESTICO;154420;493281;CRV INDUSTRIAL LTDA;CARMO DO RIO VERDE;GO;BR ;W7GCEN-3871829;210916;19/12/2022;792722;NAO;365
WBP EQUIPAMENTO DOMESTICO;154439;500837;MINERACAO DE CALCARIO MONTIVIDIU LTDA;PIRANHAS;GO;BR ;W7GCEN-3871053;210940;19/12/2022;792376;NAO;365
WBP EQUIPAMENTO DOMESTICO;154477;542921;PUTIU COMERCIO DE COMBUSTIVEIS LTDA;BATURITE;CE;BR ;W7GCEN-3873778;210915;19/12/2022;792822;NAO;365
WBP EQUIPAMENTO DOMESTICO;154478;540912;6 BATALHAO DE ENGENHARIA DE CONSTRUCAO EB;BOA VISTA;RR;BR ;W7GCEN-3869813;210938;19/12/2022;792350;NAO;365
WBP EQUIPAMENTO DOMESTICO;154477;542921;PUTIU COMERCIO DE COMBUSTIVEIS LTDA;BATURITE;CE;BR ;W7GCEN-3873776;210915;19/12/2022;792821;NAO;365
WBP EQUIPAMENTO DOMESTICO;154501;534942;SOUZA AUTO POSTO EIRELI;MURITIBA;BA;BR ;W7GCEN-3869839;210934;19/12/2022;792251;NAO;365
WBP EQUIPAMENTO DOMESTICO;154519;542922;JC COMBUSTIVEIS LIMITADA;AREIA BRANCA;SE;BR ;W7GCEN-3871361;210919;19/12/2022;792402;NAO;365
WBP EQUIPAMENTO DOMESTICO;154519;542922;JC COMBUSTIVEIS LIMITADA;AREIA BRANCA;SE;BR ;W7GCEN-3871363;210919;19/12/2022;792403;NAO;365
WBP EQUIPAMENTO DOMESTICO;154963;126077;AUTO POSTO JARDIM SAO PAULO LTDA;SAO PAULO;SP;BR ;W7HXH-3873638;210917;19/12/2022;792812;NAO;1095
WBP EQUIPAMENTO DOMESTICO;154380;540941;AUTO POSTO SABIA EIRELI;SANTA QUITERIA;CE;BR ;W7GCEN-3871135;210967;20/12/2022;792400;NAO;365
WBP EQUIPAMENTO DOMESTICO;154380;540941;AUTO POSTO SABIA EIRELI;SANTA QUITERIA;CE;BR ;W7GCEN-3871137;210967;20/12/2022;792401;NAO;365
WBP EQUIPAMENTO DOMESTICO;154383;540926;POSTO TROPICAL COMBUSTIVEIS LTDA;BIRITINGA;BA;BR ;W7GCEN-3871533;210968;20/12/2022;792656;NAO;365
WBP EQUIPAMENTO DOMESTICO;154383;540926;POSTO TROPICAL COMBUSTIVEIS LTDA;BIRITINGA;BA;BR ;W7GCEN-3871531;210968;20/12/2022;792655;NAO;365
WBP EQUIPAMENTO DOMESTICO;154383;540926;POSTO TROPICAL COMBUSTIVEIS LTDA;BIRITINGA;BA;BR ;W7GCEN-3871537;210968;20/12/2022;792657;NAO;365
WBP EQUIPAMENTO DOMESTICO;154502;541902;TRANSPORTADORA DELTA LTDA;BALSAS;MA;BR ;W7GCEN-3871041;210970;20/12/2022;792375;NAO;365
WBP EQUIPAMENTO DOMESTICO;154515;542943;EDUARDO RODRIGUES DE OLIVEIRA LTDA;CANUDOS;BA;BR ;W7GCEN-3871105;210966;20/12/2022;792397;NAO;365
WBP EQUIPAMENTO DOMESTICO;154515;542943;EDUARDO RODRIGUES DE OLIVEIRA LTDA;CANUDOS;BA;BR ;W7GCEN-3871107;210966;20/12/2022;792398;NAO;365
WBP EQUIPAMENTO DOMESTICO;154515;542943;EDUARDO RODRIGUES DE OLIVEIRA LTDA;CANUDOS;BA;BR ;W7GCEN-3871109;210966;20/12/2022;792399;NAO;365
WBP EQUIPAMENTO DOMESTICO;155065;131725;AUTO POSTO PE DE CEDRO LTDA;SIDROLANDIA;MS;BR ;W7GCEN-3874950;210969;20/12/2022;792883;NAO;365
WBP EQUIPAMENTO DOMESTICO;154095;179371;GB POSTO E SERVICOS LTDA;SERRA;ES;BR ;W7GVIS-3869763;211012;21/12/2022;792294;NAO;365
WBP EQUIPAMENTO DOMESTICO;154095;179371;GB POSTO E SERVICOS LTDA;SERRA;ES;BR ;W7GCEN-3869761;211012;21/12/2022;792241;NAO;365
WBP EQUIPAMENTO DOMESTICO;154095;179371;GB POSTO E SERVICOS LTDA;SERRA;ES;BR ;W7GCEN-3869761;211012;21/12/2022;792242;NAO;365
WBP EQUIPAMENTO DOMESTICO;154101;534915;ESTRELA DO NORTE REDE DE POSTOS LTDA;GOIANIA;GO;BR ;W7GVIS-3869134;210993;21/12/2022;792416;NAO;365
WBP EQUIPAMENTO DOMESTICO;154101;534915;ESTRELA DO NORTE REDE DE POSTOS LTDA;GOIANIA;GO;BR ;W7GVIS-3869134;210993;21/12/2022;792417;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792222;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792223;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792224;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792225;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792226;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792227;NAO;365
WBP EQUIPAMENTO DOMESTICO;154106;516913;BRITACAL INDUSTRIA E COMERCIO DE BRITA E CALCARIO;CABECEIRAS;GO;BR ;W7GCEN-3869564;211010;21/12/2022;792228;NAO;365
WBP EQUIPAMENTO DOMESTICO;154101;534915;ESTRELA DO NORTE REDE DE POSTOS LTDA;GOIANIA;GO;BR ;W7GVIS-3869132;210993;21/12/2022;792415;NAO;365
WBP EQUIPAMENTO DOMESTICO;154110;131119;AUTO POSTO SAO BARTOLOMEU SOROCABA LTDA;SOROCABA;SP;BR ;W7GVIS-3866112;211026;21/12/2022;791789;NAO;365
WBP EQUIPAMENTO DOMESTICO;154110;131119;AUTO POSTO SAO BARTOLOMEU SOROCABA LTDA;SOROCABA;SP;BR ;W7GVIS-3866112;211026;21/12/2022;791790;NAO;365
WBP EQUIPAMENTO DOMESTICO;154114;502782;AUTO POSTO PETROLEIROS LTDA;SUMARE;SP;BR ;W7GVIS-3867345;211021;21/12/2022;791794;NAO;365
WBP EQUIPAMENTO DOMESTICO;154114;502782;AUTO POSTO PETROLEIROS LTDA;SUMARE;SP;BR ;W7GVIS-3867345;211021;21/12/2022;791795;NAO;365
WBP EQUIPAMENTO DOMESTICO;154114;502782;AUTO POSTO PETROLEIROS LTDA;SUMARE;SP;BR ;W7GVIS-3867345;211021;21/12/2022;791796;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GVIS-3867961;210992;21/12/2022;791922;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GCEN-3867967;210992;21/12/2022;791901;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GCEN-3867965;210992;21/12/2022;791898;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GCEN-3867965;210992;21/12/2022;791899;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GCEN-3867965;210992;21/12/2022;791900;NAO;365
WBP EQUIPAMENTO DOMESTICO;154119;499827;POSTO ITAOCA LTDA;CACHOEIRO DE ITAPEMIRIM;ES;BR ;W7GVIS-3867963;210992;21/12/2022;791923;NAO;365
WBP EQUIPAMENTO DOMESTICO;154154;496507;POSTO DE COMBUSTIVEIS VILA CALIFORNIA LTDA;BELO HORIZONTE;MG;BR ;W7GVIS-3867446;211016;21/12/2022;791973;NAO;365
WBP EQUIPAMENTO DOMESTICO;154154;496507;POSTO DE COMBUSTIVEIS VILA CALIFORNIA LTDA;BELO HORIZONTE;MG;BR ;W7GVIS-3867444;211016;21/12/2022;791970;NAO;365
WBP EQUIPAMENTO DOMESTICO;154154;496507;POSTO DE COMBUSTIVEIS VILA CALIFORNIA LTDA;BELO HORIZONTE;MG;BR ;W7GVIS-3867444;211016;21/12/2022;791971;NAO;365
WBP EQUIPAMENTO DOMESTICO;154154;496507;POSTO DE COMBUSTIVEIS VILA CALIFORNIA LTDA;BELO HORIZONTE;MG;BR ;W7GVIS-3867444;211016;21/12/2022;791972;NAO;365
WBP EQUIPAMENTO DOMESTICO;154186;534938;RURAL AUTO POSTO LTDA;MATUPA;MT;BR ;W7GCEN-3869428;210990;21/12/2022;792221;NAO;365
WBP EQUIPAMENTO DOMESTICO;154203;534950;POSTO LUCIANA COMERCIO DE COMBUSTIVEIS LTDA;TIMON;MA;BR ;W7GCEN-3869566;211013;21/12/2022;792385;NAO;365
WBP EQUIPAMENTO DOMESTICO;154203;534950;POSTO LUCIANA COMERCIO DE COMBUSTIVEIS LTDA;TIMON;MA;BR ;W7GCEN-3869570;211013;21/12/2022;792230;NAO;365
WBP EQUIPAMENTO DOMESTICO;154203;534950;POSTO LUCIANA COMERCIO DE COMBUSTIVEIS LTDA;TIMON;MA;BR ;W7GCEN-3869570;211013;21/12/2022;792231;NAO;365
WBP EQUIPAMENTO DOMESTICO;154210;119248;GERICINO AUTO POSTO LTDA;RIO DE JANEIRO;RJ;BR ;W7GVIS-3869519;211015;21/12/2022;791988;NAO;365
WBP EQUIPAMENTO DOMESTICO;154338;534919;ALVES & ALVES COMERCIO DE COMBUSTIVEIS LTDA;TAMBAU;SP;BR ;W7GVIS-3868670;211027;21/12/2022;791932;NAO;365
WBP EQUIPAMENTO DOMESTICO;154338;534919;ALVES & ALVES COMERCIO DE COMBUSTIVEIS LTDA;TAMBAU;SP;BR ;W7GVIS-3868670;211027;21/12/2022;791933;NAO;365
WBP EQUIPAMENTO DOMESTICO;154338;534919;ALVES & ALVES COMERCIO DE COMBUSTIVEIS LTDA;TAMBAU;SP;BR ;W7GVIS-3868672;211027;21/12/2022;791934;NAO;365
WBP EQUIPAMENTO DOMESTICO;154338;534919;ALVES & ALVES COMERCIO DE COMBUSTIVEIS LTDA;TAMBAU;SP;BR ;W7GVIS-3868672;211027;21/12/2022;791935;NAO;365
WBP EQUIPAMENTO DOMESTICO;154351;539925;POSTO DA BARRA REVENDEDOR DE PETROLEO LTDA;MARATAIZES;ES;BR ;W7GCEN-3869620;211011;21/12/2022;792235;NAO;365
WBP EQUIPAMENTO DOMESTICO;154370;540938;POSTO KM 20 COMERCIO E SERVICOS LTDA;ACARA;PA;BR ;W7GCEN-3871381;211025;21/12/2022;792405;NAO;365
WBP EQUIPAMENTO DOMESTICO;154370;540938;POSTO KM 20 COMERCIO E SERVICOS LTDA;ACARA;PA;BR ;W7GCEN-3871379;211025;21/12/2022;792404;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869630;211020;21/12/2022;792240;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869624;211020;21/12/2022;792540;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869626;211020;21/12/2022;792237;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869626;211020;21/12/2022;792238;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869626;211020;21/12/2022;792239;NAO;365
WBP EQUIPAMENTO DOMESTICO;154374;540927;POSTO LAJEDO LTDA;APODI;RN;BR ;W7GCEN-3869622;211020;21/12/2022;792236;NAO;365
WBP EQUIPAMENTO DOMESTICO;154412;540924;C R F DA MOTA LTDA;PIRACURUCA;PI;BR ;W7GCEN-3871093;211018;21/12/2022;792379;NAO;365
WBP EQUIPAMENTO DOMESTICO;154412;540924;C R F DA MOTA LTDA;PIRACURUCA;PI;BR ;W7GCEN-3871093;211018;21/12/2022;792380;NAO;365
WBP EQUIPAMENTO DOMESTICO;154412;540924;C R F DA MOTA LTDA;PIRACURUCA;PI;BR ;W7GCEN-3871091;211018;21/12/2022;792377;NAO;365
WBP EQUIPAMENTO DOMESTICO;154412;540924;C R F DA MOTA LTDA;PIRACURUCA;PI;BR ;W7GCEN-3871091;211018;21/12/2022;792378;NAO;365
WBP EQUIPAMENTO DOMESTICO;154418;540910;REDE SHOW AUTO POSTO III EIRELI;CARIACICA;ES;BR ;W7GVIS-3869790;210989;21/12/2022;792418;NAO;365
WBP EQUIPAMENTO DOMESTICO;154418;540910;REDE SHOW AUTO POSTO III EIRELI;CARIACICA;ES;BR ;W7GVIS-3869790;210989;21/12/2022;792419;NAO;365
WBP EQUIPAMENTO DOMESTICO;154424;540925;AVENIDA PRODUTOS DE PETROLEO LTDA;SERRINHA;BA;BR ;W7GCEN-3869804;211009;21/12/2022;792348;NAO;365
WBP EQUIPAMENTO DOMESTICO;154424;540925;AVENIDA PRODUTOS DE PETROLEO LTDA;SERRINHA;BA;BR ;W7GCEN-3869806;211009;21/12/2022;792349;NAO;365
WBP EQUIPAMENTO DOMESTICO;154442;540940;AUTO POSTO PAZ LTDA;IMBITUVA;PR;BR ;W7GCEN-3869596;211014;21/12/2022;792234;NAO;365
WBP EQUIPAMENTO DOMESTICO;154449;178778;AUTO POSTO BLUM LTDA;IPIRANGA;PR;BR ;W7GCEN-3870377;211023;21/12/2022;792260;NAO;365
WBP EQUIPAMENTO DOMESTICO;154449;178778;AUTO POSTO BLUM LTDA;IPIRANGA;PR;BR ;W7GCEN-3870377;211023;21/12/2022;792261;NAO;365
WBP EQUIPAMENTO DOMESTICO;154449;178778;AUTO POSTO BLUM LTDA;IPIRANGA;PR;BR ;W7GCEN-3870379;211023;21/12/2022;792262;NAO;365
WBP EQUIPAMENTO DOMESTICO;154474;542936;BEIRA RIO COMERCIO DE COMBUSTIVEIS LTDA;BARRA;BA;BR ;W7GCEN-3869867;210987;21/12/2022;792252;NAO;365
WBP EQUIPAMENTO DOMESTICO;154474;542936;BEIRA RIO COMERCIO DE COMBUSTIVEIS LTDA;BARRA;BA;BR ;W7GCEN-3869867;210987;21/12/2022;792253;NAO;365
WBP EQUIPAMENTO DOMESTICO;154499;534942;SOUZA AUTO POSTO EIRELI;MURITIBA;BA;BR ;W7GCEN-3869825;211008;21/12/2022;792250;NAO;365
WBP EQUIPAMENTO DOMESTICO;154499;534942;SOUZA AUTO POSTO EIRELI;MURITIBA;BA;BR ;W7GCEN-3869821;211008;21/12/2022;792249;NAO;365
WBP EQUIPAMENTO DOMESTICO;154503;130430;AUTO POSTO GENE LTDA;PETROLINA;PE;BR ;W7GCEN-3869882;210994;21/12/2022;792353;NAO;365
WBP EQUIPAMENTO DOMESTICO;154503;130430;AUTO POSTO GENE LTDA;PETROLINA;PE;BR ;W7GCEN-3869880;210994;21/12/2022;792352;NAO;365
WBP EQUIPAMENTO DOMESTICO;154503;130430;AUTO POSTO GENE LTDA;PETROLINA;PE;BR ;W7GCEN-3869878;210994;21/12/2022;792351;NAO;365
WBP EQUIPAMENTO DOMESTICO;154517;544901;JANETE LOPES DIAS MIRANDA;CAMPO ALEGRE DE LOURDES;BA;BR ;W7GCEN-3870393;210988;21/12/2022;792356;NAO;365
WBP EQUIPAMENTO DOMESTICO;154517;544901;JANETE LOPES DIAS MIRANDA;CAMPO ALEGRE DE LOURDES;BA;BR ;W7GCEN-3870395;210988;21/12/2022;792357;NAO;365
WBP EQUIPAMENTO DOMESTICO;154534;413808;AUTO POSTO RANI LTDA;CAPANEMA;PA;BR ;W7GCEN-3870593;211017;21/12/2022;792269;NAO;365
WBP EQUIPAMENTO DOMESTICO;154534;413808;AUTO POSTO RANI LTDA;CAPANEMA;PA;BR ;W7GCEN-3870593;211017;21/12/2022;792270;NAO;365
WBP EQUIPAMENTO DOMESTICO;154534;413808;AUTO POSTO RANI LTDA;CAPANEMA;PA;BR ;W7GCEN-3870610;211017;21/12/2022;792273;NAO;365
WBP EQUIPAMENTO DOMESTICO;154534;413808;AUTO POSTO RANI LTDA;CAPANEMA;PA;BR ;W7GCEN-3870599;211017;21/12/2022;792271;NAO;365
WBP EQUIPAMENTO DOMESTICO;154534;413808;AUTO POSTO RANI LTDA;CAPANEMA;PA;BR ;W7GCEN-3870603;211017;21/12/2022;792272;NAO;365
WBP EQUIPAMENTO DOMESTICO;154543;544902;QUIXABEIRA DERIVADOS DE PETROLEO LTDA;QUIXABEIRA;BA;BR ;W7GCEN-3870638;211022;21/12/2022;792360;NAO;365
WBP EQUIPAMENTO DOMESTICO;154543;544902;QUIXABEIRA DERIVADOS DE PETROLEO LTDA;QUIXABEIRA;BA;BR ;W7GCEN-3870632;211022;21/12/2022;792358;NAO;365
WBP EQUIPAMENTO DOMESTICO;154543;544902;QUIXABEIRA DERIVADOS DE PETROLEO LTDA;QUIXABEIRA;BA;BR ;W7GCEN-3870636;211022;21/12/2022;792359;NAO;365
WBP EQUIPAMENTO DOMESTICO;154544;128323;AUTOPOSTO SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA;IBICUI;BA;BR ;W7GCEN-3870684;210991;21/12/2022;792276;NAO;365
WBP EQUIPAMENTO DOMESTICO;154544;128323;AUTOPOSTO SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA;IBICUI;BA;BR ;W7GCEN-3870682;210991;21/12/2022;792275;NAO;365
WBP EQUIPAMENTO DOMESTICO;154544;128323;AUTOPOSTO SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA;IBICUI;BA;BR ;W7GCEN-3870680;210991;21/12/2022;792274;NAO;365
WBP EQUIPAMENTO DOMESTICO;154596;540923;AUTO POSTO JOAO PAULO II LTDA;CAPANEMA;PA;BR ;W7GCEN-3870426;210995;21/12/2022;792268;NAO;365
