TIPO;PEDIDO;CODIGO_CLIENTE;CLIENTE;CIDADE;UF;PAIS;ITEM;NUM_NF;DT_NUM_NF;NUM_SERIAL;RTM;GARANTIA
WBP EQUIPAMENTO DOMESTICO;115005;182133;POSTO DE GASOLINA AMIGAO DE PARACAMBI LTDA ME;PARACAMBI;RJ;BR ;W7E123-3498047;174647;02/01/2020;662138;NAO;548
WBP EQUIPAMENTO DOMESTICO;115005;182133;POSTO DE GASOLINA AMIGAO DE PARACAMBI LTDA ME;PARACAMBI;RJ;BR ;W7E123-3498047;174647;02/01/2020;662139;NAO;548
WBP EQUIPAMENTO DOMESTICO;118013;160103;RAIZEN MIME COMBUSTIVEIS SA;IRANI;SC;BR ;W7HX2-3518506;174650;02/01/2020;664235;NAO;548
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519464;174644;02/01/2020;664691;NAO;548
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519462;174644;02/01/2020;664690;NAO;548
WBP EQUIPAMENTO DOMESTICO;118227;387701;V & Z COMBUSTIVEIS LTDA;BELEM DE MARIA;PE;BR ;W7HXH-3519466;174644;02/01/2020;664692;NAO;548
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522593;174648;02/01/2020;664884;NAO;548
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;02/01/2020;664881;NAO;548
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;02/01/2020;664882;NAO;548
WBP EQUIPAMENTO DOMESTICO;118666;127271;CONDOR AUTO POSTO TARUMA LTDA;CURITIBA;PR;BR ;W7HXH-3522591;174648;02/01/2020;664883;NAO;548
WBP EQUIPAMENTO DOMESTICO;118029;160103;RAIZEN MIME COMBUSTIVEIS SA;IRANI;SC;BR ;W7HX2-3518729;174740;07/01/2020;664255;NAO;548
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522652;174723;07/01/2020;664885;NAO;365
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522654;174723;07/01/2020;664886;NAO;365
WBP EQUIPAMENTO DOMESTICO;118708;124412;VIBRA ENERGIA S A;IPOJUCA;PE;BR ;3G2209P-3522654;174723;07/01/2020;664887;NAO;365
WBP EQUIPAMENTO DOMESTICO;118995;387688;REDE JOJO DE COMBUSTIVEIS II LTDA;JOAO PINHEIRO;MG;BR ;W7HXH-3524914;174829;08/01/2020;664344;NAO;365
WBP EQUIPAMENTO DOMESTICO;118995;387688;REDE JOJO DE COMBUSTIVEIS II LTDA;JOAO PINHEIRO;MG;BR ;W7HXH-3524914;174829;08/01/2020;664345;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664553;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664554;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664555;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664556;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664557;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664558;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664559;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664560;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664561;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664562;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664563;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664564;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664565;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664566;NAO;365
WBP EQUIPAMENTO DOMESTICO;117986;118574;TAURUS DISTRIBUIDORA DE PETROLEO LTDA;DOURADOS;MS;BR ;W7HX6-3518789;175056;10/01/2020;664567;NAO;365
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HX1-3510853;174936;10/01/2020;663132;NAO;365
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HX1-3510855;174936;10/01/2020;663133;NAO;365
WBP EQUIPAMETO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HXH-3510850;174936;10/01/2020;663130;NAO;365
WBP EQUIPAMENTO DOMESTICO;119721;384647;ENE COMERCIO DE COMBUSTIVEIS LTDA;MARIALVA;PR;BR ;W7HXH-3510850;174936;10/01/2020;663131;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664176;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664177;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664178;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664179;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664180;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664181;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664182;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664183;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664184;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518304;174940;10/01/2020;664185;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664186;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664187;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664188;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664189;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664190;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664191;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664192;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664193;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664194;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664195;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664196;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664197;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664198;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664199;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664200;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664201;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HX2-3518306;174940;10/01/2020;664202;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664203;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664204;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664205;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664206;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664207;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664208;NAO;365
WBP EQUIPAMENTO DOMESTICO;119722;120709;DISTRIBUIDORA TABOCAO LTDA;SENADOR CANEDO;GO;BR ;W7HXH-3518308;174940;10/01/2020;664209;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;13/01/2020;663782;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;13/01/2020;663783;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517610;175118;13/01/2020;663784;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517612;175118;13/01/2020;663785;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517614;175118;13/01/2020;663786;NAO;365
WBP EQUIPAMENTO DOMESTICO;119785;386653;AUTO POSTO CORALINA IV LTDA;CATURAI;GO;BR ;W7HX2-3517614;175118;13/01/2020;663787;NAO;365
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HX1-3517390;175155;14/01/2020;663767;NAO;365
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517394;175155;14/01/2020;663770;NAO;365
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517392;175155;14/01/2020;663768;NAO;365
WBP EQUIPAMENTO DOMESTICO;119799;172209;POSTO ELLISON LTDA;LAGO DOS RODRIGUES;MA;BR ;W7HXH-3517392;175155;14/01/2020;663769;NAO;365
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521269;175163;14/01/2020;664702;NAO;730
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521269;175163;14/01/2020;664703;NAO;730
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521271;175163;14/01/2020;664704;NAO;730
WBP EQUIPAMENTO DOMESTICO;119804;118556;IPIRANGA PRODUTOS DE PETROLEO S A;DUQUE DE CAXIAS;RJ;BR ;W7HXH-3521273;175163;14/01/2020;664705;NAO;730
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524874;175198;15/01/2020;664991;NAO;365
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524872;175198;15/01/2020;664989;NAO;365
WBP EQUIPAMENTO DOMESTICO;118808;387651;EUSEBIO COMERCIO DE COMBUSTIVEIS LTDA;EUSEBIO;CE;BR ;W7HXH-3524872;175198;15/01/2020;664990;NAO;365
WBP EQUIPAMENTO DOMESTICO;118490;121472;RAIZEN S A;ARAUCARIA;PR;BR ;W7HX2-3521977;175238;16/01/2020;664799;NAO;548
WBP EQUIPAMENTO DOMESTICO;118544;388593;POSTO WAP CRISTIANO MACHADO LTDA;BELO HORIZONTE;MG;BR ;W7HXH-3521855;175236;16/01/2020;664818;NAO;548
WBP EQUIPAMENTO DOMESTICO;118544;388593;POSTO WAP CRISTIANO MACHADO LTDA;BELO HORIZONTE;MG;BR ;W7HXH-3521855;175236;16/01/2020;664819;NAO;548
WBP EQUIPAMENTO DOMESTICO;118800;390599;MT ORLANDIA COMERCIO DE COMBUSTIVEL LTDA;ORLANDIA;SP;BR ;W7HXH-3524825;175217;16/01/2020;664984;NAO;548
WBP EQUIPAMENTO DOMESTICO;118800;390599;MT ORLANDIA COMERCIO DE COMBUSTIVEL LTDA;ORLANDIA;SP;BR ;W7HXH-3524827;175217;16/01/2020;664985;NAO;548
WBP EQUIPAMENTO DOMESTICO;118878;390601;POSTO RIO DA PRATA COMERCIO DE DERIVADOS DE PETROL;ITAGIMIRIM;BA;BR ;W7HXH-3524837;175218;16/01/2020;664994;NAO;548
WBP EQUIPAMENTO DOMESTICO;118684;119994;PETRO CABO LTDA;CABO DE SANTO AGOSTINHO;PE;BR ;W7HX1-3524305;175315;17/01/2020;664889;NAO;548
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;17/01/2020;664974;NAO;365
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;17/01/2020;664975;NAO;365
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;17/01/2020;664976;NAO;365
WBP EQUIPAMENTO DOMESTICO;118766;127470;TRANSPORTES COLETIVOS TREVO S A;PORTO ALEGRE;RS;BR ;W7HX1-3524619;175314;17/01/2020;664977;NAO;365
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524852;175332;17/01/2020;664980;NAO;548
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524850;175332;17/01/2020;664978;NAO;548
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524850;175332;17/01/2020;664979;NAO;548
WBP EQUIPAMENTO DOMESTICO;118793;389649;SEMALO COMBUSTIVEIS LTDA;BOA VISTA;RR;BR ;W7HX1-3524854;175332;17/01/2020;664981;NAO;548
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HX1-3524860;175349;17/01/2020;665204;NAO;548
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HXH-3524862;175349;17/01/2020;664983;NAO;548
WBP EQUIPAMENTO DOMESTICO;118796;389646;P P FELIX DA COSTA;LAGOA SALGADA;RN;BR ;W7HX1-3524858;175349;17/01/2020;664982;NAO;548
WBP EQUIPAMENTO DOMESTICO;118803;389665;MACIEL E SOUZA POSTO DE GASOLINA LTDA;CANUTAMA;AM;BR ;W7HX1-3524829;175309;17/01/2020;664986;NAO;548
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525328;175333;17/01/2020;665020;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525328;175333;17/01/2020;665021;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;17/01/2020;665015;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;17/01/2020;665016;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;17/01/2020;665017;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525324;175333;17/01/2020;665018;NAO;365
WBP EQUIPAMENTO DOMESTICO;119035;390626;LIS AUTO POSTO LTDA;PATOS DE MINAS;MG;BR ;W7HX1-3525326;175333;17/01/2020;665019;NAO;365
WBP EQUIPAMENTO DOMESTICO;119224;388589;M S TRANSPORTE E COMERCIO DE COMBUSTIVEIS EIRELI;UARINI;AM;BR ;W7HX1-3527471;175335;17/01/2020;665054;NAO;548
WBP EQUIPAMENTO DOMESTICO;119224;388589;M S TRANSPORTE E COMERCIO DE COMBUSTIVEIS EIRELI;UARINI;AM;BR ;W7HX1-3527473;175335;17/01/2020;665055;NAO;548
WBP EQUIPAMENTO DOMESTICO;118804;120592;SP INDUSTRIA E DISTRIBUIDORA DE PETROLEO LTDA;FORTALEZA;CE;BR ;W7HXH-3524877;175399;21/01/2020;664987;NAO;365
WBP EQUIPAMENTO DOMESTICO;118804;120592;SP INDUSTRIA E DISTRIBUIDORA DE PETROLEO LTDA;FORTALEZA;CE;BR ;W7HXH-3524879;175399;21/01/2020;664988;NAO;365
WBP EQUIPAMENTO DOMESTICO;119262;392589;JOSE CALAZANS DE OLIVEIRA NETO;INHAMBUPE;BA;BR ;W7HX1-3527488;175400;21/01/2020;665086;NAO;548
WBP EQUIPAMENTO DOMESTICO;119262;392589;JOSE CALAZANS DE OLIVEIRA NETO;INHAMBUPE;BA;BR ;W7HX1-3527490;175400;21/01/2020;665087;NAO;548
WBP EQUIPAMENTO DOMESTICO;119325;390650;AUTO POSTO DE ALAGADICO COMERCIO DE COMBUSTIVEIS L;OUROLANDIA;BA;BR ;W7HX1-3527978;175401;21/01/2020;665097;NAO;548
WBP EQUIPAMENTO DOMESTICO;119325;390650;AUTO POSTO DE ALAGADICO COMERCIO DE COMBUSTIVEIS L;OUROLANDIA;BA;BR ;W7HX1-3527980;175401;21/01/2020;665098;NAO;548
WBP EQUIPAMENTO DOMESTICO;119473;392644;TCR TECNOLOGIA DE PROVEDOR DE INTERNET EIRELI;ANAPOLIS;GO;BR ;W7HX1-3528461;175403;21/01/2020;665184;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494073;175405;21/01/2020;660471;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494073;175405;21/01/2020;660472;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494073;175405;21/01/2020;660473;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494075;175405;21/01/2020;660474;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494075;175405;21/01/2020;660475;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494075;175405;21/01/2020;660476;NAO;365
WBP EQUIPAMENTO DOMESTICO;119953;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;3G2203P-3494075;175405;21/01/2020;660477;NAO;365
WBP EQUIPAMENTO DOMESTICO;119955;196635;OURO VERDE COMERCIO DE COMBUSTIVEIS LTDA;ROSARIO OESTE;MT;BR ;W7E123-3494238;175407;21/01/2020;660640;NAO;365
WBP EQUIPAMENTO DOMESTICO;119962;138596;AUTO POSTO SUPER FORMULA LTDA;SAO PAULO;SP;BR ;W7HXH-3333310;175409;21/01/2020;632484;NAO;548
WBP EQUIPAMENTO DOMESTICO;119962;138596;AUTO POSTO SUPER FORMULA LTDA;SAO PAULO;SP;BR ;W7HXH-3333310;175409;21/01/2020;632485;NAO;548
WBP EQUIPAMENTO DOMESTICO;119962;138596;AUTO POSTO SUPER FORMULA LTDA;SAO PAULO;SP;BR ;W7HXH-3333310;175409;21/01/2020;632486;NAO;548
WBP EQUIPAMENTO DOMESTICO;119962;138596;AUTO POSTO SUPER FORMULA LTDA;SAO PAULO;SP;BR ;W7HXH-3333312;175409;21/01/2020;632503;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518774;176850;22/01/2020;664262;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518772;176850;22/01/2020;664261;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518770;176850;22/01/2020;664257;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518770;176850;22/01/2020;664258;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518770;176850;22/01/2020;664259;NAO;548
WBP EQUIPAMENTO DOMESTICO;118057;384801;POSTO DE COMBUSTIVEIS TRANSOJA LTDA;CASCAVEL;PR;BR ;W7HXH-3518770;176850;22/01/2020;664260;NAO;548
WBP EQUIPAMENTO DOMESTICO;118377;387641;ATRHOL AGENCIA E TRANSPORTES HORIZONTINA LTDA;HORIZONTINA;RS;BR ;W7HX1-3520370;176829;22/01/2020;664701;NAO;365
WBP EQUIPAMENTO DOMESTICO;118905;390610;POSTO BARRO BRANCO IV LTDA;NITEROI;RJ;BR ;W7HXH-3524844;176884;22/01/2020;664996;NAO;548
WBP EQUIPAMENTO DOMESTICO;118905;390610;POSTO BARRO BRANCO IV LTDA;NITEROI;RJ;BR ;W7HXH-3524844;176884;22/01/2020;664997;NAO;548
WBP EQUIPAMENTO DOMESTICO;118905;390610;POSTO BARRO BRANCO IV LTDA;NITEROI;RJ;BR ;W7HXH-3524846;176884;22/01/2020;664998;NAO;548
WBP EQUIPAMENTO DOMESTICO;118905;390610;POSTO BARRO BRANCO IV LTDA;NITEROI;RJ;BR ;W7HXH-3524846;176884;22/01/2020;664999;NAO;548
